timestamp,sensorId,kalmanMs,differentiatorMs,dspPipelineMs,totalMs
2026-01-14T11:09:34.573Z,010-20081219114010,0.172,0.001,0.077,0.251
2026-01-14T11:09:46.536Z,010-20081219114010,0.159,0.001,0.071,0.233
2026-01-14T11:09:58.557Z,010-20081219114010,0.194,0.001,0.076,0.272
2026-01-14T11:10:10.658Z,010-20081219114010,0.180,0.001,0.081,0.262
2026-01-14T11:10:22.639Z,010-20081219114010,0.162,0.001,0.072,0.235
2026-01-14T11:10:34.665Z,010-20081219114010,0.170,0.001,0.076,0.248
2026-01-14T11:10:46.627Z,010-20081219114010,0.161,0.001,0.072,0.235
2026-01-14T11:10:58.596Z,010-20081219114010,0.164,0.001,0.072,0.237
2026-01-14T11:11:10.571Z,010-20081219114010,0.164,0.001,0.072,0.238
2026-01-14T11:11:22.547Z,010-20081219114010,0.159,0.001,0.071,0.232
2026-01-14T11:11:34.581Z,010-20081219114010,0.173,0.001,0.078,0.253
2026-01-14T11:11:46.564Z,010-20081219114010,0.163,0.001,0.072,0.237
2026-01-14T11:11:58.658Z,010-20081219114010,0.162,0.001,0.073,0.236
2026-01-14T11:12:10.658Z,010-20081219114010,0.175,0.001,0.078,0.254
2026-01-14T11:12:22.631Z,010-20081219114010,0.161,0.001,0.071,0.234
2026-01-14T11:12:34.712Z,010-20081219114010,0.174,0.001,0.078,0.254
2026-01-14T11:12:46.842Z,010-20081219114010,0.166,0.001,0.074,0.242
2026-01-14T11:12:58.994Z,010-20081219114010,0.168,0.001,0.075,0.244
2026-01-14T11:13:11.083Z,010-20081219114010,0.167,0.001,0.075,0.244
2026-01-14T11:13:23.086Z,010-20081219114010,0.165,0.001,0.078,0.245
2026-01-14T11:13:35.153Z,010-20081219114010,0.190,0.001,0.076,0.268
2026-01-14T11:13:47.319Z,010-20081219114010,0.162,0.001,0.072,0.236
2026-01-14T11:13:59.377Z,010-20081219114010,0.167,0.001,0.076,0.245
2026-01-14T11:14:11.431Z,010-20081219114010,0.164,0.001,0.075,0.241
2026-01-14T11:14:23.493Z,010-20081219114010,0.162,0.001,0.071,0.234
2026-01-14T11:14:35.573Z,010-20081219114010,0.172,0.001,0.078,0.252
2026-01-14T11:14:48.535Z,010-20081219114010,0.162,0.001,0.071,0.235
2026-01-14T11:15:00.609Z,010-20081219114010,0.164,0.001,0.073,0.238
2026-01-14T11:15:12.693Z,010-20081219114010,0.167,0.001,0.074,0.242
2026-01-14T11:15:26.050Z,010-20081219114010,0.165,0.001,0.077,0.244
2026-01-14T11:15:38.142Z,010-20081219114010,0.174,0.001,0.080,0.255
2026-01-14T11:15:50.201Z,010-20081219114010,0.167,0.001,0.073,0.242
2026-01-14T11:16:02.242Z,010-20081219114010,0.167,0.001,0.072,0.241
2026-01-14T11:16:14.404Z,010-20081219114010,0.164,0.001,0.074,0.240
2026-01-14T11:16:26.511Z,010-20081219114010,0.162,0.001,0.073,0.237
2026-01-14T11:16:38.893Z,010-20081219114010,0.170,0.001,0.076,0.248
2026-01-14T11:16:51.016Z,010-20081219114010,0.165,0.001,0.073,0.240
2026-01-14T11:17:04.033Z,010-20081219114010,0.177,0.001,0.079,0.258
2026-01-14T11:17:16.084Z,010-20081219114010,0.174,0.001,0.078,0.254
2026-01-14T11:17:28.127Z,010-20081219114010,0.165,0.001,0.073,0.240
2026-01-14T11:17:40.186Z,010-20081219114010,0.171,0.001,0.079,0.252
2026-01-14T11:17:52.196Z,010-20081219114010,0.163,0.001,0.073,0.238
2026-01-14T11:18:04.299Z,010-20081219114010,0.166,0.001,0.077,0.245
2026-01-14T11:18:16.403Z,010-20081219114010,0.167,0.001,0.073,0.242
2026-01-14T11:18:29.424Z,010-20081219114010,0.167,0.001,0.076,0.245
2026-01-14T11:18:41.459Z,010-20081219114010,0.171,0.001,0.081,0.254
2026-01-14T11:18:53.477Z,010-20081219114010,0.165,0.001,0.074,0.240
2026-01-14T11:19:06.480Z,010-20081219114010,0.168,0.001,0.075,0.245
2026-01-14T11:19:19.794Z,010-20081219114010,0.166,0.001,0.073,0.241
2026-01-14T11:19:32.737Z,010-20081219114010,0.172,0.001,0.077,0.251
2026-01-14T11:19:45.642Z,010-20081219114010,0.171,0.001,0.077,0.249
2026-01-14T11:19:57.633Z,010-20081219114010,0.162,0.001,0.074,0.237
2026-01-14T11:20:09.742Z,010-20081219114010,0.164,0.001,0.075,0.240
2026-01-14T11:20:21.739Z,010-20081219114010,0.161,0.001,0.075,0.237
2026-01-14T11:20:33.888Z,010-20081219114010,0.174,0.001,0.078,0.254
2026-01-14T11:20:45.984Z,010-20081219114010,0.163,0.001,0.077,0.242
2026-01-14T11:20:57.979Z,010-20081219114010,0.162,0.001,0.071,0.235
2026-01-14T11:21:10.898Z,010-20081219114010,0.168,0.001,0.074,0.244
2026-01-14T11:21:23.885Z,010-20081219114010,0.161,0.001,0.073,0.236
2026-01-14T11:21:36.484Z,010-20081219114010,0.177,0.001,0.078,0.257
2026-01-14T11:21:48.492Z,010-20081219114010,0.160,0.001,0.072,0.235
2026-01-14T11:22:01.394Z,010-20081219114010,0.165,0.001,0.074,0.241
2026-01-14T11:22:14.680Z,010-20081219114010,0.159,0.001,0.071,0.231
2026-01-14T11:22:26.766Z,010-20081219114010,0.162,0.001,0.075,0.239
2026-01-14T11:22:40.760Z,010-20081219114010,0.166,0.001,0.075,0.242
2026-01-14T11:22:54.060Z,010-20081219114010,0.169,0.001,0.078,0.249
2026-01-14T11:23:06.105Z,010-20081219114010,0.179,0.001,0.084,0.265
2026-01-14T11:23:18.203Z,010-20081219114010,0.165,0.001,0.072,0.239
2026-01-14T11:23:30.679Z,010-20081219114010,0.166,0.001,0.075,0.243
2026-01-14T11:23:42.981Z,010-20081219114010,0.171,0.001,0.077,0.250
2026-01-14T11:23:55.796Z,010-20081219114010,0.167,0.001,0.074,0.242
2026-01-14T11:24:08.695Z,010-20081219114010,0.166,0.001,0.073,0.240
2026-01-14T11:24:22.573Z,010-20081219114010,0.160,0.001,0.071,0.232
2026-01-14T11:24:34.604Z,010-20081219114010,0.175,0.001,0.078,0.254
2026-01-14T11:24:46.593Z,010-20081219114010,0.165,0.001,0.073,0.240
2026-01-14T11:24:59.506Z,010-20081219114010,0.166,0.001,0.075,0.243
2026-01-14T11:25:11.588Z,010-20081219114010,0.179,0.001,0.081,0.262
2026-01-14T11:25:24.478Z,010-20081219114010,0.163,0.001,0.076,0.241
2026-01-14T11:25:36.500Z,010-20081219114010,0.171,0.001,0.075,0.248
2026-01-14T11:25:49.385Z,010-20081219114010,0.160,0.001,0.071,0.233
2026-01-14T11:26:02.406Z,010-20081219114010,0.172,0.001,0.077,0.251
2026-01-14T11:26:16.123Z,010-20081219114010,0.162,0.001,0.072,0.236
2026-01-14T11:26:28.138Z,010-20081219114010,0.166,0.001,0.073,0.241
2026-01-14T11:26:41.159Z,010-20081219114010,0.168,0.001,0.080,0.250
2026-01-14T11:26:54.327Z,010-20081219114010,0.162,0.001,0.073,0.237
2026-01-14T11:27:06.332Z,010-20081219114010,0.167,0.001,0.074,0.242
2026-01-14T11:27:18.314Z,010-20081219114010,0.163,0.001,0.073,0.237
2026-01-14T11:27:30.305Z,010-20081219114010,0.163,0.001,0.073,0.237
2026-01-14T11:27:42.351Z,010-20081219114010,0.170,0.001,0.075,0.247
2026-01-14T11:27:54.329Z,010-20081219114010,0.164,0.001,0.072,0.238
2026-01-14T11:28:07.339Z,010-20081219114010,0.163,0.001,0.072,0.237
2026-01-14T11:28:19.314Z,010-20081219114010,0.164,0.001,0.077,0.243
2026-01-14T11:28:32.227Z,010-20081219114010,0.163,0.001,0.073,0.238
2026-01-14T11:28:45.131Z,010-20081219114010,0.170,0.001,0.076,0.248
2026-01-14T11:28:57.123Z,010-20081219114010,0.160,0.001,0.071,0.233
2026-01-14T11:29:09.205Z,010-20081219114010,0.164,0.001,0.078,0.243
2026-01-14T11:29:21.207Z,010-20081219114010,0.161,0.001,0.071,0.234
2026-01-14T11:29:33.232Z,010-20081219114010,0.170,0.001,0.074,0.246
2026-01-14T11:29:45.209Z,010-20081219114010,0.162,0.001,0.072,0.235
2026-01-14T11:29:57.194Z,010-20081219114010,0.163,0.001,0.071,0.236
2026-01-14T11:30:09.172Z,010-20081219114010,0.162,0.001,0.073,0.236
2026-01-14T11:30:22.069Z,010-20081219114010,0.161,0.001,0.071,0.234
2026-01-14T11:30:34.189Z,010-20081219114010,0.170,0.001,0.077,0.249
2026-01-14T11:30:46.157Z,010-20081219114010,0.159,0.001,0.071,0.232
2026-01-14T11:30:58.161Z,010-20081219114010,0.161,0.001,0.074,0.237
2026-01-14T11:31:10.164Z,010-20081219114010,0.161,0.001,0.072,0.235
2026-01-14T11:31:22.149Z,010-20081219114010,0.162,0.001,0.071,0.234
2026-01-14T11:31:34.177Z,010-20081219114010,0.173,0.001,0.082,0.257
2026-01-14T11:31:46.171Z,010-20081219114010,0.161,0.001,0.071,0.235
2026-01-14T11:31:58.165Z,010-20081219114010,0.161,0.001,0.072,0.234
2026-01-14T11:32:10.164Z,010-20081219114010,0.163,0.001,0.076,0.241
2026-01-14T11:32:22.248Z,010-20081219114010,0.160,0.001,0.072,0.234
2026-01-14T11:32:34.283Z,010-20081219114010,0.174,0.001,0.075,0.251
2026-01-14T11:32:46.274Z,010-20081219114010,0.165,0.001,0.072,0.239
2026-01-14T11:32:58.281Z,010-20081219114010,0.168,0.001,0.074,0.244
2026-01-14T11:33:11.182Z,010-20081219114010,0.166,0.001,0.073,0.241
2026-01-14T11:33:23.158Z,010-20081219114010,0.162,0.001,0.071,0.235
2026-01-14T11:33:35.196Z,010-20081219114010,0.172,0.001,0.078,0.251
2026-01-14T11:33:47.232Z,010-20081219114010,0.160,0.001,0.072,0.233
2026-01-14T11:33:59.244Z,010-20081219114010,0.166,0.001,0.072,0.240
2026-01-14T11:34:11.252Z,010-20081219114010,0.162,0.001,0.073,0.237
2026-01-14T11:34:23.253Z,010-20081219114010,0.163,0.001,0.071,0.236
2026-01-14T11:34:35.400Z,010-20081219114010,0.175,0.001,0.078,0.255
2026-01-14T11:34:47.427Z,010-20081219114010,0.166,0.001,0.076,0.243
2026-01-14T11:34:59.418Z,010-20081219114010,0.164,0.001,0.072,0.237
2026-01-14T11:35:11.424Z,010-20081219114010,0.165,0.001,0.074,0.241
2026-01-14T11:35:24.907Z,010-20081219114010,0.163,0.001,0.073,0.238
2026-01-14T11:35:36.941Z,010-20081219114010,0.170,0.001,0.075,0.247
2026-01-14T11:35:48.938Z,010-20081219114010,0.162,0.001,0.076,0.240
2026-01-14T11:36:01.036Z,010-20081219114010,0.162,0.001,0.071,0.235
2026-01-14T11:36:13.046Z,010-20081219114010,0.165,0.001,0.079,0.246
2026-01-14T11:36:25.636Z,010-20081219114010,0.165,0.001,0.073,0.240
2026-01-14T11:36:37.742Z,010-20081219114010,0.170,0.001,0.077,0.249
2026-01-14T11:36:50.122Z,010-20081219114010,0.160,0.001,0.071,0.233
2026-01-14T11:37:02.630Z,010-20081219114010,0.166,0.001,0.073,0.241
2026-01-14T11:37:14.631Z,010-20081219114010,0.161,0.001,0.071,0.233
2026-01-14T11:37:26.665Z,010-20081219114010,0.160,0.001,0.072,0.234
2026-01-14T11:37:39.701Z,010-20081219114010,0.170,0.001,0.076,0.248
2026-01-14T11:37:51.676Z,010-20081219114010,0.164,0.001,0.073,0.239
2026-01-14T11:38:08.277Z,010-20081219114010,0.164,0.001,0.075,0.241
2026-01-14T11:38:23.089Z,010-20081219114010,0.164,0.001,0.073,0.238
2026-01-14T11:38:36.113Z,010-20081219114010,0.168,0.001,0.073,0.243
2026-01-14T11:38:48.113Z,010-20081219114010,0.160,0.001,0.071,0.232
2026-01-14T11:39:00.116Z,010-20081219114010,0.161,0.001,0.073,0.235
2026-01-14T11:39:12.217Z,010-20081219114010,0.168,0.001,0.073,0.242
2026-01-14T11:39:25.617Z,010-20081219114010,0.164,0.001,0.076,0.242
2026-01-14T11:39:38.656Z,010-20081219114010,0.176,0.001,0.077,0.255
2026-01-14T11:39:51.477Z,010-20081219114010,0.161,0.001,0.071,0.233
2026-01-14T11:40:05.759Z,010-20081219114010,0.190,0.001,0.089,0.281
2026-01-14T11:40:17.768Z,010-20081219114010,0.162,0.001,0.072,0.236
2026-01-14T11:40:32.081Z,010-20081219114010,0.167,0.001,0.074,0.243
2026-01-14T11:40:44.097Z,010-20081219114010,0.172,0.001,0.074,0.248
2026-01-14T11:40:57.000Z,010-20081219114010,0.161,0.001,0.073,0.236
2026-01-14T11:41:09.924Z,010-20081219114010,0.168,0.001,0.072,0.242
2026-01-14T11:41:21.971Z,010-20081219114010,0.160,0.001,0.072,0.233
2026-01-14T11:41:34.016Z,010-20081219114010,0.173,0.001,0.077,0.252
2026-01-14T11:41:46.029Z,010-20081219114010,0.165,0.001,0.078,0.245
2026-01-14T11:41:58.970Z,010-20081219114010,0.166,0.001,0.073,0.241
2026-01-14T11:42:11.868Z,010-20081219114010,0.166,0.001,0.073,0.240
2026-01-14T11:42:24.398Z,010-20081219114010,0.168,0.001,0.074,0.244
2026-01-14T11:42:36.449Z,010-20081219114010,0.166,0.001,0.074,0.242
2026-01-14T11:42:49.567Z,010-20081219114010,0.161,0.001,0.070,0.234
2026-01-14T11:43:02.500Z,010-20081219114010,0.170,0.001,0.073,0.245
2026-01-14T11:43:15.684Z,010-20081219114010,0.159,0.001,0.072,0.233
2026-01-14T11:43:28.279Z,010-20081219114010,0.164,0.001,0.074,0.239
2026-01-14T11:43:40.320Z,010-20081219114010,0.176,0.001,0.078,0.256
2026-01-14T11:43:52.343Z,010-20081219114010,0.165,0.001,0.073,0.240
2026-01-14T11:44:04.355Z,010-20081219114010,0.168,0.001,0.075,0.244
2026-01-14T11:44:16.527Z,010-20081219114010,0.163,0.001,0.072,0.236
2026-01-14T11:44:28.557Z,010-20081219114010,0.164,0.001,0.076,0.242
2026-01-14T11:44:40.721Z,010-20081219114010,0.171,0.001,0.076,0.250
2026-01-14T11:44:52.735Z,010-20081219114010,0.154,0.001,0.067,0.223
2026-01-14T11:45:04.761Z,010-20081219114010,0.150,0.001,0.064,0.216
2026-01-14T11:45:16.793Z,010-20081219114010,0.170,0.001,0.076,0.247
2026-01-14T11:45:28.806Z,010-20081219114010,0.177,0.001,0.077,0.256
2026-01-14T11:45:40.817Z,010-20081219114010,0.172,0.001,0.079,0.252
2026-01-14T11:45:52.815Z,010-20081219114010,0.161,0.001,0.072,0.235
2026-01-14T11:46:04.811Z,010-20081219114010,0.164,0.001,0.078,0.244
2026-01-14T11:46:16.787Z,010-20081219114010,0.157,0.001,0.070,0.228
2026-01-14T11:46:28.894Z,010-20081219114010,0.166,0.001,0.072,0.239
2026-01-14T11:46:40.913Z,010-20081219114010,0.168,0.001,0.073,0.243
2026-01-14T11:46:52.937Z,010-20081219114010,0.166,0.001,0.073,0.241
2026-01-14T11:47:04.938Z,010-20081219114010,0.161,0.001,0.072,0.235
2026-01-14T11:47:16.927Z,010-20081219114010,0.160,0.001,0.077,0.239
2026-01-14T11:47:28.935Z,010-20081219114010,0.160,0.001,0.072,0.234
2026-01-14T11:47:40.958Z,010-20081219114010,0.169,0.001,0.074,0.245
2026-01-14T11:47:52.949Z,010-20081219114010,0.161,0.001,0.071,0.234
2026-01-14T11:48:04.991Z,010-20081219114010,0.167,0.001,0.074,0.242
2026-01-14T11:48:17.045Z,010-20081219114010,0.162,0.001,0.073,0.237
2026-01-14T11:48:29.057Z,010-20081219114010,0.161,0.001,0.072,0.234
2026-01-14T11:48:41.076Z,010-20081219114010,0.171,0.001,0.076,0.249
2026-01-14T11:48:53.078Z,010-20081219114010,0.162,0.001,0.073,0.237
2026-01-14T11:49:05.095Z,010-20081219114010,0.168,0.001,0.074,0.244
2026-01-14T11:49:17.108Z,010-20081219114010,0.163,0.001,0.072,0.236
2026-01-14T11:49:29.118Z,010-20081219114010,0.167,0.001,0.074,0.242
2026-01-14T11:49:41.134Z,010-20081219114010,0.169,0.001,0.074,0.244
2026-01-14T11:49:53.114Z,010-20081219114010,0.161,0.001,0.075,0.238
2026-01-14T11:50:05.209Z,010-20081219114010,0.164,0.001,0.073,0.239
2026-01-14T11:50:17.222Z,010-20081219114010,0.160,0.001,0.070,0.232
2026-01-14T11:50:29.220Z,010-20081219114010,0.161,0.001,0.071,0.234
2026-01-14T11:50:41.240Z,010-20081219114010,0.172,0.001,0.083,0.256
2026-01-14T11:50:53.215Z,010-20081219114010,0.158,0.001,0.070,0.230
2026-01-14T11:51:05.212Z,010-20081219114010,0.163,0.001,0.077,0.242
2026-01-14T11:51:17.210Z,010-20081219114010,0.159,0.001,0.071,0.232
2026-01-14T11:51:29.193Z,010-20081219114010,0.168,0.001,0.076,0.246
2026-01-14T11:51:41.213Z,010-20081219114010,0.172,0.001,0.078,0.251
2026-01-14T11:51:53.365Z,010-20081219114010,0.193,0.001,0.093,0.289
2026-01-14T11:52:05.392Z,010-20081219114010,0.213,0.001,0.093,0.308
2026-01-14T11:52:18.512Z,010-20081219114010,0.184,0.001,0.102,0.287
2026-01-14T11:52:30.733Z,010-20081219114010,0.162,0.001,0.073,0.237
2026-01-14T11:52:42.782Z,010-20081219114010,0.170,0.001,0.078,0.249
2026-01-14T11:52:56.623Z,010-20081219114010,0.164,0.001,0.071,0.237
2026-01-14T11:53:08.933Z,010-20081219114010,0.167,0.001,0.074,0.242
2026-01-14T11:53:21.941Z,010-20081219114010,0.164,0.001,0.072,0.237
2026-01-14T11:53:34.081Z,010-20081219114010,0.172,0.001,0.077,0.251
2026-01-14T11:53:46.275Z,010-20081219114010,0.164,0.001,0.072,0.238
2026-01-14T11:53:59.288Z,010-20081219114010,0.162,0.001,0.072,0.236
2026-01-14T11:54:11.286Z,010-20081219114010,0.166,0.001,0.073,0.241
2026-01-14T11:54:23.293Z,010-20081219114010,0.165,0.001,0.073,0.240
2026-01-14T11:54:35.320Z,010-20081219114010,0.179,0.001,0.078,0.259
2026-01-14T11:54:47.305Z,010-20081219114010,0.165,0.001,0.076,0.243
2026-01-14T11:54:59.342Z,010-20081219114010,0.165,0.001,0.071,0.238
2026-01-14T11:55:11.329Z,010-20081219114010,0.163,0.001,0.074,0.239
2026-01-14T11:55:23.360Z,010-20081219114010,0.160,0.001,0.071,0.232
2026-01-14T11:55:35.423Z,010-20081219114010,0.170,0.001,0.076,0.248
2026-01-14T11:55:47.572Z,010-20081219114010,0.162,0.001,0.072,0.236
2026-01-14T11:55:59.594Z,010-20081219114010,0.163,0.001,0.072,0.237
2026-01-14T11:56:11.596Z,010-20081219114010,0.165,0.001,0.073,0.240
2026-01-14T11:56:23.631Z,010-20081219114010,0.159,0.001,0.070,0.231
2026-01-14T11:56:35.683Z,010-20081219114010,0.171,0.001,0.076,0.249
2026-01-14T11:56:47.720Z,010-20081219114010,0.161,0.001,0.071,0.234
2026-01-14T11:56:59.738Z,010-20081219114010,0.163,0.001,0.073,0.237
2026-01-14T11:57:11.762Z,010-20081219114010,0.165,0.001,0.076,0.242
2026-01-14T11:57:23.788Z,010-20081219114010,0.164,0.001,0.073,0.239
2026-01-14T11:57:35.918Z,010-20081219114010,0.170,0.001,0.075,0.247
2026-01-14T11:57:47.934Z,010-20081219114010,0.162,0.001,0.072,0.236
2026-01-14T11:57:59.948Z,010-20081219114010,0.164,0.001,0.073,0.238
2026-01-14T11:58:11.953Z,010-20081219114010,0.165,0.001,0.073,0.240
2026-01-14T11:58:23.958Z,010-20081219114010,0.162,0.001,0.073,0.236
2026-01-14T11:58:36.005Z,010-20081219114010,0.173,0.001,0.077,0.252
2026-01-14T11:58:47.991Z,010-20081219114010,0.158,0.001,0.070,0.230
2026-01-14T11:59:00.006Z,010-20081219114010,0.163,0.001,0.073,0.237
2026-01-14T11:59:12.020Z,010-20081219114010,0.166,0.001,0.072,0.240
2026-01-14T11:59:24.118Z,010-20081219114010,0.161,0.001,0.071,0.234
2026-01-14T11:59:36.172Z,010-20081219114010,0.174,0.001,0.076,0.251
2026-01-14T11:59:48.182Z,010-20081219114010,0.163,0.001,0.073,0.238
2026-01-14T12:00:00.212Z,010-20081219114010,0.162,0.001,0.072,0.236
2026-01-14T12:00:12.228Z,010-20081219114010,0.162,0.001,0.072,0.236
2026-01-14T12:00:25.142Z,010-20081219114010,0.163,0.001,0.071,0.236
2026-01-14T12:00:37.182Z,010-20081219114010,0.173,0.001,0.076,0.251
2026-01-14T12:00:49.187Z,010-20081219114010,0.163,0.001,0.072,0.237
2026-01-14T12:01:01.220Z,010-20081219114010,0.161,0.001,0.072,0.235
2026-01-14T12:01:13.271Z,010-20081219114010,0.164,0.001,0.074,0.240
2026-01-14T12:01:25.300Z,010-20081219114010,0.163,0.001,0.072,0.236
2026-01-14T12:01:37.368Z,010-20081219114010,0.170,0.001,0.074,0.246
2026-01-14T12:01:49.980Z,010-20081219114010,0.166,0.001,0.072,0.240
2026-01-14T12:02:02.014Z,010-20081219114010,0.167,0.001,0.074,0.243
2026-01-14T12:02:14.064Z,010-20081219114010,0.166,0.001,0.074,0.242
2026-01-14T12:02:26.708Z,010-20081219114010,0.164,0.001,0.077,0.242
2026-01-14T12:02:39.976Z,010-20081219114010,0.166,0.001,0.079,0.247
2026-01-14T12:02:52.005Z,010-20081219114010,0.160,0.001,0.076,0.238
2026-01-14T12:03:04.168Z,010-20081219114010,0.164,0.001,0.074,0.240
2026-01-14T12:03:16.315Z,010-20081219114010,0.160,0.001,0.076,0.237
2026-01-14T12:03:28.372Z,010-20081219114010,0.164,0.001,0.079,0.244
2026-01-14T12:03:40.438Z,010-20081219114010,0.173,0.001,0.078,0.253
2026-01-14T12:03:52.476Z,010-20081219114010,0.166,0.001,0.074,0.241
2026-01-14T12:04:04.491Z,010-20081219114010,0.177,0.001,0.077,0.256
2026-01-14T12:04:16.526Z,010-20081219114010,0.160,0.001,0.071,0.233
2026-01-14T12:04:28.585Z,010-20081219114010,0.164,0.001,0.078,0.244
2026-01-14T12:04:40.750Z,010-20081219114010,0.171,0.001,0.076,0.249
2026-01-14T12:04:52.829Z,010-20081219114010,0.164,0.001,0.073,0.238
2026-01-14T12:05:04.878Z,010-20081219114010,0.170,0.001,0.075,0.246
2026-01-14T12:05:16.901Z,010-20081219114010,0.160,0.001,0.071,0.233
2026-01-14T12:05:28.923Z,010-20081219114010,0.162,0.001,0.077,0.241
2026-01-14T12:05:40.991Z,010-20081219114010,0.172,0.001,0.076,0.250
2026-01-14T12:05:53.138Z,010-20081219114010,0.161,0.001,0.075,0.238
2026-01-14T12:06:05.246Z,010-20081219114010,0.176,0.001,0.073,0.252
2026-01-14T12:06:17.381Z,010-20081219114010,0.160,0.001,0.075,0.237
2026-01-14T12:06:29.422Z,010-20081219114010,0.165,0.001,0.073,0.240
2026-01-14T12:06:41.476Z,010-20081219114010,0.168,0.001,0.075,0.245
2026-01-14T12:06:53.518Z,010-20081219114010,0.163,0.001,0.073,0.238
2026-01-14T12:07:05.559Z,010-20081219114010,0.168,0.001,0.076,0.246
2026-01-14T12:07:17.604Z,010-20081219114010,0.165,0.001,0.073,0.240
2026-01-14T12:07:29.644Z,010-20081219114010,0.162,0.001,0.073,0.237
2026-01-14T12:07:41.693Z,010-20081219114010,0.171,0.001,0.077,0.249
2026-01-14T12:07:53.731Z,010-20081219114010,0.159,0.001,0.071,0.232
2026-01-14T12:08:05.879Z,010-20081219114010,0.163,0.001,0.075,0.239
2026-01-14T12:08:17.913Z,010-20081219114010,0.157,0.001,0.070,0.228
2026-01-14T12:08:30.744Z,010-20081219114010,0.160,0.001,0.070,0.232
2026-01-14T12:08:42.817Z,010-20081219114010,0.174,0.001,0.075,0.251
2026-01-14T12:08:54.881Z,010-20081219114010,0.162,0.001,0.072,0.236
2026-01-14T12:09:06.907Z,010-20081219114010,0.164,0.001,0.072,0.238
2026-01-14T12:09:18.918Z,010-20081219114010,0.162,0.001,0.073,0.238
2026-01-14T12:09:31.254Z,010-20081219114010,0.162,0.001,0.072,0.236
2026-01-14T12:09:43.309Z,010-20081219114010,0.169,0.001,0.074,0.246
2026-01-14T12:09:55.348Z,010-20081219114010,0.165,0.001,0.073,0.240
2026-01-14T12:10:07.465Z,010-20081219114010,0.202,0.001,0.091,0.294
2026-01-14T12:10:19.803Z,010-20081219114010,0.162,0.001,0.073,0.237
2026-01-14T12:10:31.958Z,010-20081219114010,0.166,0.001,0.078,0.246
2026-01-14T12:10:44.006Z,010-20081219114010,0.168,0.001,0.074,0.244
2026-01-14T12:10:56.044Z,010-20081219114010,0.160,0.001,0.071,0.232
2026-01-14T12:11:08.095Z,010-20081219114010,0.168,0.001,0.075,0.245
2026-01-14T12:11:20.119Z,010-20081219114010,0.164,0.001,0.073,0.239
2026-01-14T12:11:32.170Z,010-20081219114010,0.162,0.001,0.074,0.238
2026-01-14T12:11:44.230Z,010-20081219114010,0.170,0.001,0.074,0.246
2026-01-14T12:11:56.265Z,010-20081219114010,0.163,0.001,0.072,0.237
2026-01-14T12:12:08.304Z,010-20081219114010,0.165,0.001,0.074,0.241
2026-01-14T12:12:20.417Z,010-20081219114010,0.161,0.001,0.077,0.240
2026-01-14T12:12:32.464Z,010-20081219114010,0.164,0.001,0.078,0.243
2026-01-14T12:12:44.514Z,010-20081219114010,0.167,0.001,0.079,0.248
2026-01-14T12:12:56.567Z,010-20081219114010,0.162,0.001,0.076,0.240
2026-01-14T12:13:08.612Z,010-20081219114010,0.166,0.001,0.078,0.245
2026-01-14T12:13:20.648Z,010-20081219114010,0.161,0.001,0.075,0.237
2026-01-14T12:13:32.693Z,010-20081219114010,0.164,0.001,0.077,0.243
2026-01-14T12:13:44.744Z,010-20081219114010,0.163,0.001,0.078,0.242
2026-01-14T12:13:56.785Z,010-20081219114010,0.161,0.001,0.075,0.238
2026-01-14T12:14:08.915Z,010-20081219114010,0.164,0.001,0.078,0.243
2026-01-14T12:14:20.972Z,010-20081219114010,0.161,0.001,0.075,0.237
2026-01-14T12:14:33.030Z,010-20081219114010,0.166,0.001,0.078,0.246
2026-01-14T12:14:45.075Z,010-20081219114010,0.163,0.001,0.076,0.241
2026-01-14T12:14:57.126Z,010-20081219114010,0.160,0.001,0.071,0.233
2026-01-14T12:15:09.181Z,010-20081219114010,0.171,0.001,0.074,0.246
2026-01-14T12:15:21.238Z,010-20081219114010,0.164,0.001,0.076,0.242
2026-01-14T12:15:33.317Z,010-20081219114010,0.166,0.001,0.074,0.242
2026-01-14T12:15:45.356Z,010-20081219114010,0.161,0.001,0.071,0.234
2026-01-14T12:15:57.484Z,010-20081219114010,0.167,0.001,0.077,0.246
2026-01-14T12:16:09.542Z,010-20081219114010,0.166,0.001,0.074,0.242
2026-01-14T12:16:21.594Z,010-20081219114010,0.164,0.001,0.072,0.238
2026-01-14T12:16:33.657Z,010-20081219114010,0.168,0.001,0.075,0.245
2026-01-14T12:16:45.699Z,010-20081219114010,0.164,0.001,0.071,0.237
2026-01-14T12:16:57.729Z,010-20081219114010,0.160,0.001,0.071,0.233
2026-01-14T12:17:09.776Z,010-20081219114010,0.164,0.001,0.075,0.240
2026-01-14T12:17:21.811Z,010-20081219114010,0.160,0.001,0.075,0.236
2026-01-14T12:17:33.874Z,010-20081219114010,0.173,0.001,0.077,0.252
2026-01-14T12:17:46.001Z,010-20081219114010,0.166,0.001,0.078,0.245
2026-01-14T12:17:58.043Z,010-20081219114010,0.162,0.001,0.072,0.236
2026-01-14T12:18:10.085Z,010-20081219114010,0.166,0.001,0.074,0.242
2026-01-14T12:18:22.084Z,010-20081219114010,0.161,0.001,0.071,0.233
2026-01-14T12:18:34.146Z,010-20081219114010,0.173,0.001,0.080,0.255
2026-01-14T12:18:46.198Z,010-20081219114010,0.163,0.001,0.076,0.241
